,ID,MAASQ1_1_6,MAASQ2_1_6,MAASQ3_1_6,MAASQ4_1_6,MAASQ5_1_6,MAASQ6_1_6,MAASQ7_1_6,MAASQ8_1_6,MAASQ9_1_6,MAASQ10_1_6,MAASQ11_1_6,MAASQ12_1_6,MAASQ13_1_6,MAASQ14_1_6,MAASQ15_1_6,SPANEQ1_1_5,SPANEQ2_1_5,SPANEQ3_1_5,SPANEQ4_1_5,SPANEQ5_1_5,SPANEQ6_1_5,SPANEQ7_1_5,SPANEQ8_1_5,SPANEQ9_1_5,SPANEQ10_1_5,SPANEQ11_1_5,SPANEQ12_1_5,PWBQ1_1_7,PWBQ2_1_7,PWBQ3_1_7,PWBQ4_1_7,PWBQ5_1_7,PWBQ6_1_7,PWBQ7_1_7,PWBQ8_1_7,PSTQ1_0_1,PSTQ2_0_1,PSTQ3_0_1,PSTQ4_0_1,PSTQ5_0_1,PSTQ6_0_1,PSTQ7_0_1,PSTQ8_0_1,PSTQ9_0_1,PSTQ10_0_1,PSTQ11_0_1,PSTQ12_0_1,PSTQ13_0_1,PSTQ14_0_1,PSTQ15_0_1,PSTQ16_0_1,PSTQ17_0_1,PSTQ18_0_1,PSTQ19_0_1,PSTQ20_0_1,PSTQ21_0_1,PSTQ22_0_1,SEQ1_1_4,SEQ2_1_4,SEQ3_1_4,SEQ4_1_4,SEQ5_1_4,SEQ6_1_4,SEQ7_1_4,SEQ8_1_4,SEQ9_1_4,SEQ10_1_4,PPHQ1_1_5,PPHQ2_1_5,PPHQ3_1_5,PPHQ4_1_5,PPHQ5_1_5,PPHQ6_1_5,PPHQ7_1_5,PPRQ1_1_10,PPRQ2_1_10,PPRQ3_1_10,PPOQ1_1_7,Age,Gender_0_1,Occupation_0_1,Living_1_4,t,Experiment_1_2
197,13,Very frequently,Somewhat frequently,Very frequently,Somewhat frequently,Somewhat frequently,Somewhat infrequently,Somewhat frequently,Somewhat frequently,Very frequently,Somewhat frequently,Very infrequently,Somewhat infrequently,Very frequently,Somewhat frequently,Very infrequently,Often,Often,Often,Often,Very often or always,Sometimes,Very often or always,Sometimes,Very often or always,Very often or always,Very often or always,Often,Strongly agree,Mixed or neither agree nor disagree,Slightly disagree,Slightly disagree,Mixed or neither agree nor disagree,Strongly agree,Strongly agree,Agree,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Exactly true,Exactly true,Exactly true,Rather true,Rather true,Hardly true,Exactly true,Hardly true,Hardly true,Rather true,A little of the time,Most of the time,Some of the time,Some of the time,Most of the time,Some of the time,A little of the time,9,5,7,You were about average,27,2,1,2,0,2
198,72,Almost never,Almost never,Very frequently,Almost never,Almost never,Very frequently,Almost never,Almost never,Very frequently,Almost never,Somewhat frequently,Very infrequently,Somewhat frequently,Almost never,Somewhat infrequently,Often,Very often or always,Often,Very often or always,Often,Sometimes,Often,Often,Very often or always,Sometimes,Often,Sometimes,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Exactly true,Exactly true,Rather true,Rather true,Rather true,Exactly true,Exactly true,Exactly true,Rather true,Exactly true,Some of the time,A little of the time,Some of the time,A little of the time,A little of the time,Some of the time,A little of the time,7,9,8,You were about average,30,1,2,2,0,2
199,126,Somewhat frequently,Very infrequently,Somewhat frequently,Very infrequently,Very infrequently,Very infrequently,Very infrequently,Very infrequently,Somewhat frequently,Somewhat frequently,Somewhat infrequently,Almost never,Somewhat infrequently,Very infrequently,Very infrequently,Often,Often,Very often or always,Very often or always,Often,Very often or always,Often,Often,Sometimes,Often,Often,Very often or always,Agree,Agree,Agree,Slightly agree,Mixed or neither agree nor disagree,Agree,Agree,Mixed or neither agree nor disagree,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Rather true,Rather true,Rather true,Hardly true,Rather true,Hardly true,Rather true,Rather true,Rather true,Rather true,Most of the time,None of the time,A little of the time,A little of the time,None of the time,Some of the time,None of the time,7,8,8,You were a little better than other workers,31,1,2,3,0,2
200,95,Somewhat frequently,Very frequently,Very frequently,Somewhat infrequently,Somewhat frequently,Very frequently,Somewhat infrequently,Somewhat infrequently,Somewhat frequently,Very frequently,Very frequently,Very frequently,Somewhat infrequently,Somewhat frequently,Very frequently,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Often,Rarely,Sometimes,Often,Rarely,Rarely,Rarely,Slightly agree,Agree,Agree,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Rather true,Rather true,Hardly true,Not true,Hardly true,Hardly true,Rather true,Rather true,Rather true,Rather true,Most of the time,None of the time,Some of the time,A little of the time,A little of the time,Some of the time,Some of the time,7,8,8,You were somewhat better than other workers,60,2,2,1,0,2
201,103,Somewhat frequently,Somewhat infrequently,Somewhat frequently,Somewhat frequently,Somewhat frequently,Somewhat infrequently,Somewhat infrequently,Somewhat infrequently,Somewhat infrequently,Somewhat infrequently,Very frequently,Very infrequently,Somewhat frequently,Somewhat infrequently,Very infrequently,Often,Often,Often,Sometimes,Often,Sometimes,Often,Often,Often,Often,Very often or always,Sometimes,Agree,Agree,Agree,Agree,Agree,Agree,Slightly agree,Agree,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Rather true,Exactly true,Rather true,Hardly true,Rather true,Rather true,Hardly true,Rather true,Rather true,Rather true,Some of the time,None of the time,None of the time,None of the time,None of the time,A little of the time,None of the time,7,8,8,You were a little better than other workers,57,2,2,3,0,2
202,103,Somewhat infrequently,Almost never,Somewhat infrequently,Somewhat infrequently,Very infrequently,Very infrequently,Very infrequently,Very infrequently,Very infrequently,Almost never,Very infrequently,Almost never,Very infrequently,Very infrequently,Almost never,Often,Sometimes,Often,Often,Often,Often,Often,Very often or always,Very often or always,Often,Very often or always,Often,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Rather true,Exactly true,Rather true,Rather true,Rather true,Rather true,Rather true,Rather true,Rather true,Hardly true,Some of the time,A little of the time,None of the time,None of the time,None of the time,None of the time,None of the time,8,8,8,You were a little better than other workers,57,2,2,3,1,2
203,30,Somewhat frequently,Very infrequently,Very infrequently,Somewhat frequently,Very frequently,Very infrequently,Very infrequently,Very frequently,Somewhat infrequently,Very infrequently,Very frequently,Somewhat frequently,Very frequently,Very infrequently,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Often,Agree,Slightly agree,Mixed or neither agree nor disagree,Agree,Agree,Slightly agree,Slightly agree,Mixed or neither agree nor disagree,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Rather true,Rather true,Rather true,Hardly true,Rather true,Rather true,Rather true,Hardly true,Hardly true,Rather true,Some of the time,Some of the time,Some of the time,A little of the time,A little of the time,A little of the time,Some of the time,5,8,6,You were a little better than other workers,51,1,2,3,0,2
204,30,Somewhat frequently,Very infrequently,Very infrequently,Somewhat infrequently,Very frequently,Somewhat infrequently,Somewhat frequently,Somewhat infrequently,Somewhat infrequently,Somewhat infrequently,Somewhat frequently,Somewhat infrequently,Very frequently,Very infrequently,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Agree,Mixed or neither agree nor disagree,Slightly agree,Agree,Agree,Agree,Slightly agree,Slightly agree,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Rather true,Rather true,Hardly true,Rather true,Rather true,Rather true,Rather true,Hardly true,Hardly true,Hardly true,A little of the time,A little of the time,A little of the time,A little of the time,Some of the time,Some of the time,Some of the time,7,6,6,You were somewhat better than other workers,51,1,2,3,1,2
205,10,Very frequently,Somewhat frequently,Very frequently,Almost always,Almost always,Almost always,Almost always,Somewhat frequently,Almost always,Very frequently,Almost always,Very frequently,Very frequently,Very frequently,Almost never,Often,Rarely,Sometimes,Rarely,Often,Often,Often,Often,Rarely,Often,Very often or always,Sometimes,Slightly disagree,Agree,Slightly agree,Agree,Strongly agree,Agree,Mixed or neither agree nor disagree,Mixed or neither agree nor disagree,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Exactly true,Rather true,Rather true,Hardly true,Hardly true,Hardly true,Rather true,Exactly true,Rather true,Rather true,Most of the time,A little of the time,A little of the time,A little of the time,None of the time,A little of the time,A little of the time,7,9,8,You were a little better than other workers,30,1,1,3,0,2
206,10,Very infrequently,Very infrequently,Somewhat infrequently,Very infrequently,Somewhat infrequently,Somewhat infrequently,Somewhat infrequently,Very infrequently,Very infrequently,Very infrequently,Very infrequently,Almost never,Very infrequently,Very infrequently,Almost never,Very often or always,Sometimes,Often,Often,Very often or always,Very often or always,Often,Sometimes,Sometimes,Often,Often,Sometimes,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Slightly agree,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Rather true,Exactly true,Rather true,Rather true,Rather true,Rather true,Exactly true,Exactly true,Exactly true,Rather true,Some of the time,Some of the time,A little of the time,A little of the time,A little of the time,A little of the time,Some of the time,9,9,8,You were somewhat better than other workers,30,1,1,3,1,2
208,87,Almost never,Somewhat infrequently,Somewhat infrequently,Almost never,Very infrequently,Somewhat infrequently,Somewhat infrequently,Very infrequently,Very infrequently,Almost never,Very infrequently,Almost never,Almost always,Somewhat frequently,Almost never,Often,Often,Often,Sometimes,Sometimes,Sometimes,Often,Often,Rarely,Sometimes,Often,Often,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Mixed or neither agree nor disagree,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Rather true,Hardly true,Rather true,Hardly true,Hardly true,Hardly true,Hardly true,Hardly true,Hardly true,Hardly true,A little of the time,Most of the time,Some of the time,None of the time,A little of the time,Some of the time,A little of the time,7,9,5,You were about average,30,1,1,4,1,2
209,115,Somewhat frequently,Somewhat infrequently,Somewhat frequently,Somewhat infrequently,Somewhat infrequently,Somewhat frequently,Very infrequently,Very frequently,Very frequently,Very infrequently,Very frequently,Very infrequently,Somewhat frequently,Very frequently,Very frequently,Often,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very rarely or never,Strongly agree,Agree,Slightly agree,Agree,Agree,Agree,Agree,Agree,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Exactly true,Rather true,Rather true,Rather true,Exactly true,Rather true,Rather true,Rather true,Rather true,Rather true,Most of the time,Some of the time,Some of the time,Some of the time,Some of the time,Most of the time,All of the time,7,7,7,You were a little better than other workers,43,2,2,1,0,2
211,7,Somewhat infrequently,Somewhat frequently,Very frequently,Somewhat frequently,Very infrequently,Very frequently,Somewhat frequently,Very infrequently,Somewhat infrequently,Very infrequently,Somewhat frequently,Almost never,Somewhat frequently,Very frequently,Somewhat infrequently,Often,Often,Often,Often,Often,Often,Often,Very often or always,Often,Often,Very often or always,Often,Agree,Strongly agree,Agree,Slightly agree,Agree,Agree,Slightly agree,Agree,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Rather true,Rather true,Hardly true,Rather true,Rather true,Hardly true,Rather true,Rather true,Rather true,Rather true,Some of the time,A little of the time,A little of the time,A little of the time,A little of the time,A little of the time,None of the time,6,8,8,You were a little better than other workers,24,2,1,1,0,2
213,32,Very infrequently,Somewhat infrequently,Somewhat infrequently,Somewhat frequently,Somewhat frequently,Very frequently,Somewhat frequently,Very frequently,Somewhat frequently,Somewhat infrequently,Very frequently,Very infrequently,Very infrequently,Somewhat frequently,Almost never,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Rarely,Sometimes,Slightly agree,Agree,Slightly agree,Agree,Slightly agree,Slightly agree,Slightly agree,Agree,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Exactly true,Exactly true,Exactly true,Rather true,Rather true,Rather true,Rather true,Rather true,Rather true,Hardly true,Some of the time,Some of the time,Some of the time,Most of the time,Some of the time,Some of the time,A little of the time,7,7,6,You were about average,39,1,2,4,0,2
214,116,Almost never,Very infrequently,Almost always,Very frequently,Very infrequently,Very frequently,Very infrequently,Very infrequently,Very infrequently,Very infrequently,Almost always,Somewhat frequently,Almost always,Very infrequently,Somewhat frequently,Often,Often,Often,Often,Sometimes,Often,Very often or always,Very often or always,Sometimes,Very often or always,Sometimes,Very often or always,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Exactly true,Exactly true,Rather true,Exactly true,Exactly true,Exactly true,Exactly true,Rather true,Exactly true,Rather true,Some of the time,Some of the time,A little of the time,Some of the time,Some of the time,Some of the time,Some of the time,8,7,7,You were a little better than other workers,30,1,2,3,0,2
215,46,Very frequently,Somewhat frequently,Almost always,Somewhat infrequently,Somewhat infrequently,Very frequently,Somewhat infrequently,Somewhat frequently,Almost never,Very infrequently,Very frequently,Almost never,Almost never,Very frequently,Very frequently,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Disagree,Slightly disagree,Disagree,Disagree,Mixed or neither agree nor disagree,Agree,Slightly agree,Agree,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Rather true,Rather true,Not true,Rather true,Rather true,Rather true,Rather true,Not true,Not true,Hardly true,A little of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,None of the time,7,4,5,You were somewhat worse than other workers,46,2,2,3,0,2
216,47,Very frequently,Almost never,Very frequently,Somewhat infrequently,Somewhat frequently,Almost always,Very frequently,Very frequently,Almost always,Somewhat frequently,Very frequently,Almost never,Almost always,Very frequently,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Very rarely or never,Sometimes,Rarely,Very rarely or never,Sometimes,Very rarely or never,Slightly disagree,Mixed or neither agree nor disagree,Slightly agree,Slightly disagree,Slightly disagree,Disagree,Mixed or neither agree nor disagree,Disagree,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Hardly true,Rather true,Hardly true,Hardly true,Hardly true,Hardly true,Rather true,Not true,Hardly true,Rather true,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,Some of the time,6,4,4,You were a little better than other workers,30,2,1,3,0,2
217,144,Very frequently,Somewhat infrequently,Somewhat frequently,Very frequently,Somewhat frequently,Very frequently,Very frequently,Somewhat frequently,Very frequently,Very frequently,Somewhat frequently,Somewhat infrequently,Very frequently,Somewhat frequently,Very frequently,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Slightly agree,Agree,Slightly agree,Agree,Slightly agree,Agree,Agree,Slightly agree,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Exactly true,Rather true,Rather true,Hardly true,Rather true,Rather true,Rather true,Hardly true,Rather true,Rather true,Some of the time,A little of the time,Some of the time,None of the time,A little of the time,A little of the time,None of the time,7,8,7,You were about average,27,1,1,1,0,2
218,144,Somewhat infrequently,Very infrequently,Somewhat infrequently,Very infrequently,Somewhat infrequently,Somewhat infrequently,Very infrequently,Very infrequently,Somewhat infrequently,Very infrequently,Somewhat infrequently,Almost never,Somewhat frequently,Somewhat infrequently,Very infrequently,Often,Sometimes,Often,Sometimes,Often,Often,Often,Sometimes,Often,Sometimes,Sometimes,Often,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Exactly true,Rather true,Rather true,Hardly true,Rather true,Rather true,Exactly true,Hardly true,Rather true,Rather true,Some of the time,A little of the time,A little of the time,A little of the time,A little of the time,Some of the time,None of the time,7,8,7,You were about average,27,1,1,1,1,2
219,57,Somewhat infrequently,Very infrequently,Almost never,Very frequently,Very frequently,Almost always,Very frequently,Somewhat frequently,Very frequently,Very frequently,Very frequently,Very infrequently,Very frequently,Very infrequently,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Very rarely or never,Sometimes,Rarely,Very rarely or never,Mixed or neither agree nor disagree,Slightly disagree,Disagree,Agree,Mixed or neither agree nor disagree,Mixed or neither agree nor disagree,Slightly disagree,Mixed or neither agree nor disagree,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Rather true,Rather true,Rather true,Hardly true,Rather true,Rather true,Hardly true,Hardly true,Hardly true,Hardly true,A little of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,8,7,4,You were a little worse than other workers,30,1,1,3,0,2
220,97,Somewhat frequently,Very frequently,Very frequently,Almost always,Very frequently,Almost always,Very frequently,Almost always,Somewhat infrequently,Somewhat frequently,Almost always,Somewhat frequently,Very frequently,Almost always,Almost never,Rarely,Very rarely or never,Sometimes,Rarely,Rarely,Very rarely or never,Very rarely or never,Sometimes,Often,Very rarely or never,Very rarely or never,Rarely,Slightly disagree,Disagree,Slightly agree,Mixed or neither agree nor disagree,Mixed or neither agree nor disagree,Slightly agree,Slightly disagree,Disagree,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Exactly true,Rather true,Not true,Not true,Rather true,Hardly true,Hardly true,Exactly true,Hardly true,Hardly true,Some of the time,Some of the time,A little of the time,A little of the time,A little of the time,A little of the time,None of the time,6,8,8,You were a little better than other workers,50,2,2,4,0,2
221,97,Very infrequently,Almost never,Very frequently,Almost always,Very frequently,Almost always,Somewhat infrequently,Somewhat infrequently,Somewhat frequently,Somewhat frequently,Almost always,Very infrequently,Almost always,Somewhat frequently,Somewhat infrequently,Sometimes,Sometimes,Often,Rarely,Often,Rarely,Often,Sometimes,Often,Sometimes,Rarely,Sometimes,Mixed or neither agree nor disagree,Mixed or neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Agree,Disagree,Mixed or neither agree nor disagree,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Exactly true,Rather true,Not true,Hardly true,Rather true,Hardly true,Hardly true,Rather true,Rather true,Rather true,Most of the time,A little of the time,None of the time,None of the time,A little of the time,A little of the time,None of the time,7,6,7,You were a little better than other workers,50,2,2,4,1,2
222,14,Somewhat infrequently,Somewhat infrequently,Somewhat frequently,Very infrequently,Very frequently,Almost always,Very frequently,Very frequently,Somewhat infrequently,Very infrequently,Almost always,Very infrequently,Almost always,Very frequently,Almost always,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Often,Rarely,Sometimes,Often,Rarely,Slightly agree,Agree,Slightly agree,Agree,Mixed or neither agree nor disagree,Slightly agree,Agree,Slightly agree,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Exactly true,Rather true,Hardly true,Hardly true,Rather true,Hardly true,Rather true,Hardly true,Rather true,Not true,A little of the time,A little of the time,A little of the time,Some of the time,Some of the time,Most of the time,None of the time,7,8,7,You were about average,30,1,2,1,0,2
224,56,Very frequently,Very frequently,Somewhat frequently,Somewhat frequently,Somewhat infrequently,Almost always,Somewhat frequently,Very frequently,Very frequently,Very frequently,Very frequently,Somewhat frequently,Almost always,Somewhat frequently,Almost never,Often,Rarely,Often,Rarely,Often,Rarely,Often,Rarely,Rarely,Often,Rarely,Often,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Exactly true,Exactly true,Exactly true,Rather true,Hardly true,Hardly true,Exactly true,Rather true,Hardly true,Hardly true,Most of the time,Some of the time,Some of the time,A little of the time,A little of the time,All of the time,A little of the time,8,9,9,You were somewhat better than other workers,28,1,1,1,0,2
227,12,Very infrequently,Very infrequently,Very infrequently,Somewhat infrequently,Somewhat infrequently,Very frequently,Very infrequently,Somewhat infrequently,Somewhat infrequently,Somewhat infrequently,Somewhat infrequently,Somewhat infrequently,Somewhat infrequently,Somewhat infrequently,Very infrequently,Very often or always,Often,Often,Often,Often,Often,Very often or always,Sometimes,Sometimes,Often,Very often or always,Very often or always,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Rather true,Rather true,Rather true,Rather true,Rather true,Rather true,Rather true,Rather true,Rather true,Rather true,Some of the time,A little of the time,Some of the time,A little of the time,A little of the time,A little of the time,Most of the time,7,7,7,You were a little better than other workers,42,2,2,4,0,2
229,82,Somewhat infrequently,Somewhat infrequently,Somewhat frequently,Somewhat frequently,Somewhat infrequently,Almost always,Somewhat frequently,Somewhat frequently,Somewhat frequently,Somewhat frequently,Somewhat frequently,Almost never,Somewhat frequently,Somewhat frequently,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Agree,Strongly agree,Agree,Agree,Agree,Agree,Slightly disagree,Agree,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Hardly true,Rather true,Rather true,Not true,Not true,Hardly true,Hardly true,Hardly true,Rather true,Hardly true,Some of the time,Some of the time,None of the time,A little of the time,Some of the time,Some of the time,Some of the time,5,5,5,You were about average,42,1,2,4,0,2
230,82,Very infrequently,Very infrequently,Somewhat infrequently,Somewhat infrequently,Very infrequently,Almost always,Somewhat infrequently,Somewhat infrequently,Somewhat infrequently,Somewhat infrequently,Somewhat frequently,Almost never,Somewhat frequently,Somewhat infrequently,Almost never,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Slightly agree,Agree,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Rather true,Rather true,Hardly true,Hardly true,Hardly true,Rather true,Hardly true,Rather true,Hardly true,Rather true,None of the time,None of the time,A little of the time,A little of the time,Some of the time,A little of the time,None of the time,5,5,5,You were about average,42,1,2,4,1,2
232,92,Somewhat infrequently,Almost never,Somewhat frequently,Very frequently,Very frequently,Somewhat frequently,Somewhat frequently,Somewhat frequently,Somewhat frequently,Somewhat infrequently,Very frequently,Almost never,Very frequently,Somewhat frequently,Very infrequently,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Disagree,Slightly disagree,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Rather true,Rather true,Hardly true,Not true,Not true,Hardly true,Hardly true,Rather true,Not true,Hardly true,A little of the time,Most of the time,Some of the time,Most of the time,Most of the time,Most of the time,Most of the time,3,6,3,You were a lot worse than other workers,50,1,2,4,0,2
233,94,Somewhat frequently,Very infrequently,Somewhat frequently,Somewhat infrequently,Somewhat frequently,Very frequently,Somewhat frequently,Somewhat frequently,Somewhat infrequently,Very frequently,Almost always,Somewhat infrequently,Somewhat frequently,Almost always,Very frequently,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Often,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Slightly disagree,Strongly agree,Disagree,Mixed or neither agree nor disagree,Slightly disagree,Mixed or neither agree nor disagree,Mixed or neither agree nor disagree,Slightly disagree,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Rather true,Hardly true,Not true,Hardly true,Hardly true,Not true,Rather true,Hardly true,Hardly true,Hardly true,Some of the time,Some of the time,A little of the time,Some of the time,A little of the time,Most of the time,A little of the time,6,8,6,You were about average,30,1,2,3,0,2
234,94,Somewhat infrequently,Very infrequently,Somewhat frequently,Somewhat infrequently,Somewhat infrequently,Very frequently,Very frequently,Somewhat infrequently,Somewhat infrequently,Very frequently,Almost always,Somewhat infrequently,Somewhat infrequently,Almost always,Almost always,Often,Sometimes,Often,Sometimes,Often,Sometimes,Often,Often,Often,Often,Sometimes,Often,Slightly agree,Agree,Slightly disagree,Agree,Slightly disagree,Agree,Mixed or neither agree nor disagree,Slightly agree,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Rather true,Hardly true,Not true,Hardly true,Hardly true,Hardly true,Hardly true,Hardly true,Hardly true,Hardly true,Some of the time,Some of the time,A little of the time,Most of the time,A little of the time,Most of the time,None of the time,8,8,8,You were a little better than other workers,30,1,2,3,1,2
235,53,Very infrequently,Very infrequently,Somewhat frequently,Very frequently,Somewhat infrequently,Somewhat infrequently,Somewhat frequently,Somewhat frequently,Somewhat frequently,Somewhat frequently,Very frequently,Very infrequently,Very frequently,Somewhat frequently,Almost never,Often,Sometimes,Often,Often,Often,Sometimes,Often,Often,Often,Often,Sometimes,Sometimes,Slightly disagree,Strongly agree,Agree,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Rather true,Rather true,Rather true,Hardly true,Hardly true,Hardly true,Not true,Hardly true,Hardly true,Rather true,Most of the time,None of the time,Some of the time,Some of the time,A little of the time,Some of the time,Some of the time,7,9,9,You were somewhat better than other workers,29,1,2,2,0,2
